P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
46564,forest frosted olive ivory misty,Manufacturer#5,Brand#55,ECONOMY POLISHED BRASS,11,WRAP BAG,1510.56,regular as
46679,plum lemon navy lime forest,Manufacturer#1,Brand#11,SMALL PLATED COPPER,43,WRAP BAG,1625.67,"equests. final, "
46732,almond metallic purple frosted cornsilk,Manufacturer#3,Brand#33,ECONOMY POLISHED BRASS,41,MED PKG,1678.73,ts. furiously 
46786,mint navajo navy smoke purple,Manufacturer#3,Brand#31,LARGE ANODIZED TIN,15,SM DRUM,1732.78,uriously eve
47095,slate wheat sienna sky khaki,Manufacturer#2,Brand#23,MEDIUM PLATED STEEL,18,WRAP DRUM,1042.09,ly dogged 
47188,hot tan ghost sandy almond,Manufacturer#4,Brand#44,SMALL BURNISHED STEEL,20,MED DRUM,1135.18,nts after the quic
47523,blue cream seashell thistle peach,Manufacturer#3,Brand#32,SMALL BURNISHED TIN,19,MED DRUM,1470.52,ross the furiously
47566,maroon rose beige snow seashell,Manufacturer#4,Brand#45,MEDIUM ANODIZED COPPER,18,WRAP PACK,1513.56,nic r
47678,drab olive saddle goldenrod deep,Manufacturer#1,Brand#11,PROMO PLATED STEEL,39,LG BAG,1625.67,y ins
47988,yellow blush blanched papaya white,Manufacturer#4,Brand#45,LARGE POLISHED STEEL,19,SM BAG,1935.98,s. final accounts wak
48063,chiffon chocolate royal violet ghost,Manufacturer#1,Brand#12,ECONOMY BURNISHED NICKEL,20,WRAP DRUM,1011.06,. furi
48084,smoke ghost violet royal misty,Manufacturer#3,Brand#31,MEDIUM ANODIZED COPPER,33,SM PKG,1032.08,ns. pendin
48130,blush mint misty black orange,Manufacturer#5,Brand#51,PROMO BRUSHED TIN,30,LG PKG,1078.13,en ideas
48147,lavender saddle white cornflower peru,Manufacturer#1,Brand#12,STANDARD ANODIZED STEEL,12,MED DRUM,1095.14,ounts. fluffily eve
48610,red lemon antique sky deep,Manufacturer#4,Brand#42,MEDIUM ANODIZED NICKEL,9,SM BOX,1558.61,"e unusual, regul"
48753,coral aquamarine beige ghost grey,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,46,MED JAR,1701.75, use requests. regula
48822,rose chocolate navy medium green,Manufacturer#1,Brand#14,PROMO BRUSHED TIN,16,JUMBO BOX,1770.82,kly bold d
49044,linen sky cornflower khaki turquoise,Manufacturer#4,Brand#44,SMALL PLATED TIN,3,LG BOX,993.04,wake. pac
49199,slate chocolate blanched peach snow,Manufacturer#1,Brand#15,PROMO BURNISHED COPPER,4,LG JAR,1148.19,ar ideas. re
49233,turquoise lime slate cyan medium,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,44,WRAP JAR,1182.23,tes haggle slyly 
49547,ivory steel dark goldenrod bisque,Manufacturer#5,Brand#55,ECONOMY POLISHED COPPER,38,JUMBO BAG,1496.54, slee
49573,snow coral navajo red seashell,Manufacturer#1,Brand#12,LARGE BRUSHED COPPER,18,MED PACK,1522.57,packages 
49793,tan plum gainsboro hot sandy,Manufacturer#4,Brand#44,LARGE POLISHED NICKEL,48,SM JAR,1742.79,ent requests 
50103,puff green light turquoise peru,Manufacturer#1,Brand#15,ECONOMY PLATED TIN,5,MED CAN,1053.1,eodolite
50308,chiffon orchid salmon purple lime,Manufacturer#5,Brand#54,LARGE BURNISHED NICKEL,26,SM JAR,1258.3, use bli
50491,yellow orchid blue chartreuse purple,Manufacturer#3,Brand#34,PROMO PLATED COPPER,34,WRAP BAG,1441.49,ly about th
50536,mint cyan rosy pale papaya,Manufacturer#1,Brand#15,MEDIUM ANODIZED STEEL,46,WRAP DRUM,1486.53,"inal, special de"
50778,steel blush papaya grey misty,Manufacturer#2,Brand#23,LARGE BURNISHED NICKEL,12,MED PACK,1728.77,ckages hagg
50804,metallic ivory firebrick tomato burnished,Manufacturer#3,Brand#35,LARGE POLISHED COPPER,20,SM JAR,1754.8,ar requests. bravel
50848,antique bisque grey lace beige,Manufacturer#3,Brand#34,SMALL ANODIZED BRASS,33,WRAP CAN,1798.84,atelet
50913,seashell steel metallic sky green,Manufacturer#2,Brand#22,STANDARD BURNISHED BRASS,33,WRAP CASE,1863.91,ns sleep caref
50921,tomato hot salmon maroon cyan,Manufacturer#4,Brand#45,LARGE ANODIZED STEEL,4,LG DRUM,1871.92,posit
80140,beige moccasin cream navy blue,Manufacturer#2,Brand#21,PROMO PLATED BRASS,29,MED CAN,1120.14,y even packages
80236,puff misty metallic moccasin lace,Manufacturer#3,Brand#31,ECONOMY PLATED NICKEL,6,SM CASE,1216.23,deposits after the
80333,frosted steel tan cornflower misty,Manufacturer#4,Brand#44,STANDARD PLATED COPPER,14,WRAP PKG,1313.33, final
80374,drab cream indian dark almond,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,45,WRAP DRUM,1354.37,pendin
80407,hot chocolate black seashell magenta,Manufacturer#3,Brand#31,SMALL POLISHED STEEL,6,SM PKG,1387.4, quickly above
80532,snow lemon turquoise floral violet,Manufacturer#1,Brand#15,SMALL BURNISHED BRASS,22,SM BOX,1512.53,es sleep 
80582,sandy floral cornsilk moccasin antique,Manufacturer#3,Brand#33,MEDIUM PLATED STEEL,37,JUMBO PKG,1562.58,"lent, even acc"
80714,indian lemon beige blue blanched,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,24,MED PACK,1694.71,sly among the close de
80716,firebrick seashell moccasin cornflower mint,Manufacturer#4,Brand#45,LARGE ANODIZED COPPER,36,SM JAR,1696.71,e blithely abo
80812,deep frosted almond royal slate,Manufacturer#2,Brand#23,STANDARD ANODIZED STEEL,10,MED JAR,1792.81,ly ironic packa
80849,azure navy hot lavender navajo,Manufacturer#5,Brand#51,MEDIUM PLATED NICKEL,46,JUMBO BAG,1829.84,ecial
81023,beige green saddle linen cornflower,Manufacturer#3,Brand#32,ECONOMY BURNISHED TIN,33,LG JAR,1004.02,ess package
81066,snow white maroon tan wheat,Manufacturer#3,Brand#35,ECONOMY POLISHED STEEL,48,JUMBO PKG,1047.06,s are furi
81142,floral sandy cornsilk olive lace,Manufacturer#5,Brand#52,STANDARD BRUSHED TIN,14,WRAP CAN,1123.14,eans integrate
81179,puff violet chartreuse grey moccasin,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,26,WRAP CAN,1160.17,tions. ca
81241,floral navy plum deep lemon,Manufacturer#4,Brand#42,LARGE BRUSHED BRASS,26,MED DRUM,1222.24,uriously furio
81524,chartreuse drab cornsilk midnight thistle,Manufacturer#1,Brand#12,SMALL BURNISHED STEEL,27,SM CASE,1505.52,iously ironic the
81753,honeydew lawn linen rose royal,Manufacturer#1,Brand#13,LARGE ANODIZED COPPER,14,LG PACK,1734.75,efull
81755,cream khaki ivory coral burnished,Manufacturer#2,Brand#23,MEDIUM PLATED BRASS,23,JUMBO CASE,1736.75,y final decoys c
81843,smoke papaya wheat cyan frosted,Manufacturer#2,Brand#22,STANDARD POLISHED TIN,27,JUMBO PKG,1824.84,bold sentiments sle
81876,cornflower chiffon sandy honeydew khaki,Manufacturer#2,Brand#23,STANDARD BRUSHED TIN,11,MED PKG,1857.87,er the sl
81911,goldenrod lawn misty lime blue,Manufacturer#4,Brand#42,STANDARD ANODIZED NICKEL,13,MED JAR,1892.91,s. evenly 
50941,red aquamarine linen orchid purple,Manufacturer#4,Brand#43,PROMO POLISHED COPPER,45,JUMBO BAG,1891.94,inal 
50954,floral metallic cream firebrick tan,Manufacturer#2,Brand#21,ECONOMY PLATED TIN,18,WRAP JAR,1904.95,s reque
50964,magenta green antique dodger puff,Manufacturer#3,Brand#32,ECONOMY BRUSHED TIN,1,WRAP CASE,1914.96, fluffily st
51175,sienna thistle floral maroon light,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,45,JUMBO CASE,1126.17, specia
51242,rosy lemon grey lace navajo,Manufacturer#1,Brand#13,ECONOMY ANODIZED NICKEL,18,SM JAR,1193.24,al instructio
51362,linen azure medium cornflower navajo,Manufacturer#5,Brand#51,ECONOMY BRUSHED COPPER,47,MED PACK,1313.36,ccounts. s
51612,peach forest sky white smoke,Manufacturer#4,Brand#44,SMALL ANODIZED BRASS,36,WRAP DRUM,1563.61,. ironic in
51700,lime ghost royal tomato beige,Manufacturer#3,Brand#33,ECONOMY BRUSHED BRASS,37,SM BOX,1651.7, ruthlessly speci
51708,olive forest khaki lime steel,Manufacturer#3,Brand#33,SMALL PLATED TIN,32,SM JAR,1659.7,apades hang bl
51737,magenta chiffon burlywood sandy violet,Manufacturer#3,Brand#35,SMALL BURNISHED BRASS,9,MED BAG,1688.73,sly final accounts
51739,linen sienna mint floral navajo,Manufacturer#5,Brand#51,SMALL ANODIZED NICKEL,29,WRAP CASE,1690.73,ithely pending
51756,thistle goldenrod violet plum wheat,Manufacturer#5,Brand#53,PROMO POLISHED STEEL,30,JUMBO DRUM,1707.75,c packages slee
51834,brown linen magenta honeydew bisque,Manufacturer#4,Brand#42,SMALL POLISHED NICKEL,20,LG PKG,1785.83,al accounts are slyl
51975,lemon magenta linen tomato gainsboro,Manufacturer#2,Brand#21,PROMO BURNISHED STEEL,4,WRAP PKG,1926.97, pendi
51992,gainsboro brown lemon burnished peru,Manufacturer#5,Brand#51,MEDIUM POLISHED BRASS,31,LG CASE,1943.99,ly? furiously
51999,cornflower yellow moccasin plum purple,Manufacturer#3,Brand#35,STANDARD BURNISHED STEEL,25,LG BOX,1950.99,mptotes cajole. fur
52206,thistle frosted lemon lavender smoke,Manufacturer#2,Brand#25,PROMO PLATED STEEL,40,SM DRUM,1158.2, slyly pending a
82101,indian sienna chartreuse magenta sky,Manufacturer#5,Brand#52,SMALL POLISHED TIN,30,JUMBO BOX,1083.1,ounts are f
82242,magenta maroon seashell cream puff,Manufacturer#4,Brand#42,PROMO BRUSHED BRASS,14,JUMBO BOX,1224.24,ainst the f
52356,yellow lime gainsboro seashell antique,Manufacturer#3,Brand#34,ECONOMY BURNISHED STEEL,15,LG JAR,1308.35,", final request"
184819,hot royal snow dim maroon,Manufacturer#1,Brand#11,SMALL ANODIZED STEEL,45,SM PKG,1903.81,cajole a
184845,wheat blue sky goldenrod burnished,Manufacturer#3,Brand#33,SMALL POLISHED TIN,38,JUMBO BAG,1929.84,wind en
184883,black deep indian thistle brown,Manufacturer#5,Brand#51,STANDARD BRUSHED STEEL,16,WRAP JAR,1967.88,e regularly. ironic de
8900,saddle moccasin deep slate azure,Manufacturer#3,Brand#34,ECONOMY BRUSHED BRASS,8,JUMBO CASE,1808.9,otes. blith
184982,lime mint medium honeydew plum,Manufacturer#3,Brand#34,PROMO PLATED COPPER,19,LG JAR,2066.98,r deposits. carefu
185021,azure chocolate navajo lime seashell,Manufacturer#4,Brand#41,PROMO POLISHED TIN,38,SM CAN,1106.02,carefully acr
136077,blush hot khaki lavender dodger,Manufacturer#1,Brand#13,MEDIUM POLISHED TIN,19,WRAP CASE,1113.07,refully. quickly qui
136125,aquamarine blush firebrick blanched snow,Manufacturer#4,Brand#43,MEDIUM BRUSHED COPPER,1,LG BOX,1161.12,ackages eat at th
185342,lime beige medium coral chiffon,Manufacturer#5,Brand#53,MEDIUM PLATED TIN,27,SM CAN,1427.34,eas. deposits cajol
9091,hot spring goldenrod forest gainsboro,Manufacturer#1,Brand#14,SMALL BRUSHED NICKEL,28,WRAP BAG,1000.09,egular 
9105,brown chiffon indian blue orange,Manufacturer#1,Brand#14,ECONOMY ANODIZED NICKEL,32,WRAP JAR,1014.1,uriously above the
9111,olive medium pale red mint,Manufacturer#1,Brand#14,MEDIUM ANODIZED COPPER,24,WRAP JAR,1020.11,slyly; bold accou
9134,seashell pale antique saddle peach,Manufacturer#5,Brand#51,MEDIUM POLISHED NICKEL,33,WRAP JAR,1043.13,"ges. even, express "
9169,olive forest royal slate rosy,Manufacturer#5,Brand#52,SMALL BRUSHED TIN,14,LG DRUM,1078.16,nal accounts among
9181,burlywood azure sky steel lavender,Manufacturer#4,Brand#44,MEDIUM BRUSHED BRASS,29,JUMBO PACK,1090.18,x caref
185420,lemon gainsboro antique puff burnished,Manufacturer#3,Brand#35,SMALL PLATED TIN,38,SM DRUM,1505.42,"al, iro"
185440,maroon azure antique medium lemon,Manufacturer#1,Brand#11,MEDIUM PLATED COPPER,6,MED CAN,1525.44,nd car
136265,navy chartreuse seashell thistle violet,Manufacturer#1,Brand#13,STANDARD BRUSHED NICKEL,34,MED CAN,1301.26,egular requests
185480,beige pink lace firebrick cream,Manufacturer#3,Brand#31,LARGE POLISHED STEEL,12,SM BAG,1565.48,fully carefully 
9218,papaya burlywood blue puff light,Manufacturer#2,Brand#23,PROMO POLISHED COPPER,6,JUMBO BAG,1127.21,the furiously 
185663,grey goldenrod light chartreuse smoke,Manufacturer#1,Brand#12,SMALL BURNISHED COPPER,2,LG PKG,1748.66,y dogged requests
9416,honeydew indian white smoke chocolate,Manufacturer#1,Brand#15,ECONOMY PLATED TIN,7,JUMBO CASE,1325.41,ole. furiously final
185828,magenta peach snow chocolate chiffon,Manufacturer#1,Brand#12,SMALL PLATED COPPER,25,SM CASE,1913.82,e carefully final in
185914,brown goldenrod cream sky slate,Manufacturer#2,Brand#24,MEDIUM POLISHED COPPER,37,JUMBO CAN,1999.91,ar theodolites. blithe
185938,sky snow pale thistle deep,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,42,LG JAR,2023.93,s haggle. furiously
9620,blue magenta azure peach coral,Manufacturer#2,Brand#24,MEDIUM PLATED STEEL,3,SM CASE,1529.62,wake d
9632,lavender dim mint saddle hot,Manufacturer#2,Brand#23,PROMO BURNISHED COPPER,15,WRAP JAR,1541.63,"ironic, un"
186037,pink plum olive tomato dodger,Manufacturer#4,Brand#42,ECONOMY ANODIZED STEEL,6,LG DRUM,1123.03,nts bo
186101,burlywood cyan peru spring metallic,Manufacturer#4,Brand#45,STANDARD PLATED BRASS,3,WRAP DRUM,1187.1,lent e
186111,misty black midnight linen burnished,Manufacturer#4,Brand#43,STANDARD BURNISHED NICKEL,39,WRAP PKG,1197.11, blithely carefull
9746,almond red sky royal cream,Manufacturer#3,Brand#35,SMALL BURNISHED STEEL,33,MED BOX,1655.74,ly after the slyly 
186130,tomato misty navy seashell black,Manufacturer#3,Brand#31,STANDARD BURNISHED TIN,34,SM BOX,1216.13,gular account
186133,spring pink grey blanched black,Manufacturer#3,Brand#35,STANDARD BURNISHED NICKEL,8,MED DRUM,1219.13,its haggle furi
9852,sandy frosted chocolate salmon blue,Manufacturer#1,Brand#11,ECONOMY POLISHED COPPER,33,MED BAG,1761.85,ole above the blit
9884,puff firebrick maroon powder ghost,Manufacturer#4,Brand#45,LARGE BRUSHED NICKEL,12,SM CASE,1793.88, carefully even 
9944,green tomato moccasin brown chartreuse,Manufacturer#3,Brand#35,LARGE POLISHED TIN,14,MED PACK,1853.94,fully special pain
10005,sky mint magenta black misty,Manufacturer#3,Brand#35,MEDIUM POLISHED COPPER,4,WRAP PACK,915,hely unusual pac
10146,olive burnished cream tan white,Manufacturer#5,Brand#52,SMALL PLATED BRASS,35,WRAP BOX,1056.14,ironic packages
10220,chocolate blush lemon turquoise deep,Manufacturer#3,Brand#33,LARGE ANODIZED BRASS,47,WRAP CAN,1130.22,al brai
10269,turquoise burlywood pink violet grey,Manufacturer#4,Brand#41,STANDARD BRUSHED TIN,38,MED CAN,1179.26,frets. slyly even i
186569,antique saddle ghost floral purple,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,11,LG JAR,1655.56,gside of th
186620,royal honeydew wheat seashell ghost,Manufacturer#4,Brand#44,SMALL POLISHED BRASS,47,LG BOX,1706.62,onic attainments shoul
10358,lime tomato navy dodger indian,Manufacturer#2,Brand#24,STANDARD PLATED TIN,44,WRAP BAG,1268.35,bold ideas. carefu
10359,blue slate lace navajo lavender,Manufacturer#1,Brand#11,LARGE ANODIZED BRASS,31,SM DRUM,1269.35,ual acc
10425,blue chartreuse azure snow seashell,Manufacturer#5,Brand#53,MEDIUM BRUSHED STEEL,40,MED PKG,1335.42,thely ironic fo
186867,dark yellow navy white deep,Manufacturer#1,Brand#14,ECONOMY ANODIZED COPPER,9,JUMBO JAR,1953.86,instructio
186946,cream lime papaya rose chocolate,Manufacturer#4,Brand#42,PROMO ANODIZED BRASS,32,JUMBO CASE,2032.94,ptotes cajole 
186981,yellow snow mint wheat turquoise,Manufacturer#1,Brand#13,MEDIUM ANODIZED TIN,8,JUMBO JAR,2067.98,osits integrate caref
10499,lime orchid misty burnished rosy,Manufacturer#4,Brand#45,PROMO ANODIZED STEEL,43,WRAP BOX,1409.49,ly final ide
187031,ivory pale navy pink wheat,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,20,SM CASE,1118.03,ake quickly despite t
187066,navajo tan orange purple khaki,Manufacturer#4,Brand#43,LARGE BURNISHED NICKEL,48,LG PACK,1153.06, special accou
136445,black salmon cream grey cornsilk,Manufacturer#1,Brand#11,LARGE BRUSHED NICKEL,14,MED BAG,1481.44,rate n
187123,burlywood floral burnished turquoise chartreuse,Manufacturer#1,Brand#14,MEDIUM POLISHED STEEL,25,JUMBO PACK,1210.12,specia
187125,honeydew aquamarine orange wheat dim,Manufacturer#4,Brand#41,LARGE BURNISHED TIN,36,LG BAG,1212.12,ckly bold theodo
187149,gainsboro antique plum chiffon orange,Manufacturer#4,Brand#41,MEDIUM BURNISHED BRASS,9,WRAP DRUM,1236.14,al packages
187206,lemon blue salmon drab almond,Manufacturer#1,Brand#15,PROMO ANODIZED BRASS,6,SM CAN,1293.2,thely even re
10605,midnight chiffon lace navajo bisque,Manufacturer#2,Brand#22,SMALL BRUSHED BRASS,22,SM PKG,1515.6,y regular
10709,green navy linen thistle floral,Manufacturer#3,Brand#31,SMALL ANODIZED BRASS,38,MED BAG,1619.7,furiously si
136580,red lemon thistle medium gainsboro,Manufacturer#1,Brand#15,ECONOMY BURNISHED TIN,40,JUMBO JAR,1616.58,ly ironic accounts. re
187336,tan dark red antique dim,Manufacturer#2,Brand#21,LARGE ANODIZED COPPER,43,LG BOX,1423.33,xpress deposits agai
10717,thistle magenta misty purple midnight,Manufacturer#3,Brand#35,SMALL BURNISHED BRASS,28,WRAP CASE,1627.71,rnis haggle so
10766,blue peach slate navajo chartreuse,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,17,LG DRUM,1676.76, pendin
187454,sandy aquamarine purple tan grey,Manufacturer#4,Brand#44,PROMO POLISHED COPPER,9,SM CASE,1541.45,equests a
136623,chiffon snow almond powder seashell,Manufacturer#3,Brand#32,PROMO BRUSHED STEEL,1,LG CASE,1659.62,. even dep
136655,navajo turquoise lace rose pink,Manufacturer#5,Brand#54,LARGE BRUSHED NICKEL,35,MED PKG,1691.65,along the blit
10904,violet smoke coral moccasin dark,Manufacturer#3,Brand#34,STANDARD BRUSHED COPPER,34,SM PACK,1814.9,of the blithely even i
187691,mint smoke dim violet green,Manufacturer#2,Brand#24,PROMO BURNISHED NICKEL,16,WRAP CAN,1778.69, quic
187797,hot navajo lime sandy almond,Manufacturer#4,Brand#43,PROMO ANODIZED TIN,32,MED CAN,1884.79,counts haggle. d
10942,spring antique violet magenta navy,Manufacturer#3,Brand#32,MEDIUM POLISHED COPPER,37,WRAP PKG,1852.94,shall have to sleep 
10955,lace metallic green dim sandy,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,13,LG PKG,1865.95,ironic requests. requ
10989,firebrick lawn ivory grey seashell,Manufacturer#4,Brand#41,LARGE BURNISHED TIN,9,WRAP PACK,1899.98,cajole
187898,blue lavender blush mint cream,Manufacturer#4,Brand#44,ECONOMY BURNISHED STEEL,15,JUMBO PKG,1985.89,even packages 
187915,dim dark chiffon burnished saddle,Manufacturer#3,Brand#34,SMALL BRUSHED NICKEL,45,SM CASE,2002.91,lly. slyly 
187951,light sky seashell ivory moccasin,Manufacturer#1,Brand#15,ECONOMY PLATED COPPER,33,LG CASE,2038.95,st furiously.
136841,pale purple burlywood chiffon spring,Manufacturer#5,Brand#54,MEDIUM POLISHED COPPER,5,MED PACK,1877.84,y after the 
188050,tomato lawn peach black goldenrod,Manufacturer#3,Brand#33,MEDIUM POLISHED NICKEL,43,LG CAN,1138.05,re acc
11062,hot misty bisque smoke cream,Manufacturer#2,Brand#25,PROMO BRUSHED TIN,18,JUMBO DRUM,973.06,eep. sometimes final 
188263,hot ghost ivory drab mint,Manufacturer#1,Brand#15,STANDARD BRUSHED TIN,33,WRAP CAN,1351.26,ar deposits. blithel
11254,azure brown rose lemon peru,Manufacturer#2,Brand#23,SMALL BRUSHED TIN,8,JUMBO CAN,1165.25,ously along 
188321,ivory azure almond white burlywood,Manufacturer#4,Brand#41,PROMO BRUSHED NICKEL,34,JUMBO PACK,1409.32,usly regular reque
137101,midnight green slate aquamarine lace,Manufacturer#1,Brand#12,MEDIUM BRUSHED COPPER,27,LG PACK,1138.1,. sil
188475,slate yellow purple wheat metallic,Manufacturer#5,Brand#54,ECONOMY POLISHED NICKEL,6,LG CAN,1563.47,requests are f
188515,pink purple violet lime magenta,Manufacturer#1,Brand#13,SMALL POLISHED COPPER,44,MED PACK,1603.51,ing pa
11273,cream seashell aquamarine lemon mint,Manufacturer#2,Brand#25,STANDARD POLISHED BRASS,44,JUMBO CAN,1184.27,d requests believe c
188560,powder light lime mint orange,Manufacturer#3,Brand#31,PROMO POLISHED NICKEL,11,SM BAG,1648.56, blithely re
188576,lavender lawn wheat orange firebrick,Manufacturer#2,Brand#25,ECONOMY BURNISHED STEEL,42,SM PKG,1664.57,ely even deposits n
137193,lace gainsboro spring firebrick rosy,Manufacturer#2,Brand#23,SMALL PLATED TIN,47,WRAP BAG,1230.19, quickly even pin
137200,seashell maroon navy medium spring,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,26,LG PACK,1237.2,uriously. unu
11408,lace steel slate blue dark,Manufacturer#2,Brand#21,LARGE BRUSHED COPPER,45,LG CAN,1319.4,"xes. final, bo"
11445,khaki blue cornflower linen smoke,Manufacturer#3,Brand#35,LARGE POLISHED COPPER,5,SM DRUM,1356.44,arefully about the re
188749,plum lavender seashell white dodger,Manufacturer#2,Brand#23,MEDIUM BURNISHED STEEL,14,WRAP CASE,1837.74, fluffily expre
188788,sienna lace orchid dark azure,Manufacturer#5,Brand#52,ECONOMY BURNISHED BRASS,25,LG DRUM,1876.78,y ironic packages 
188839,orchid chartreuse black turquoise tomato,Manufacturer#4,Brand#41,PROMO POLISHED BRASS,17,JUMBO PACK,1927.83,ts. even
188854,tan orchid green magenta hot,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,45,SM PACK,1942.85, slyly even d
188880,tomato navajo maroon orchid grey,Manufacturer#1,Brand#11,MEDIUM PLATED COPPER,29,SM PACK,1968.88,"r, even theodolites. "
188918,turquoise light chocolate goldenrod bisque,Manufacturer#2,Brand#24,LARGE POLISHED COPPER,41,JUMBO BAG,2006.91, sentiments--
11541,dark green maroon plum azure,Manufacturer#5,Brand#54,STANDARD BURNISHED NICKEL,42,JUMBO BOX,1452.54,ts lose bl
137435,burnished blue drab orange light,Manufacturer#2,Brand#25,MEDIUM PLATED COPPER,33,LG BAG,1472.43,es. ca
189097,tomato sienna antique lemon chiffon,Manufacturer#2,Brand#24,STANDARD ANODIZED TIN,37,JUMBO CASE,1186.09,y daring courts sl
189126,slate almond ivory cornflower red,Manufacturer#3,Brand#33,SMALL BRUSHED NICKEL,39,SM JAR,1215.12,ns detect furiou
189153,thistle rosy wheat cream firebrick,Manufacturer#1,Brand#12,SMALL BRUSHED NICKEL,9,LG JAR,1242.15,ly bold request
189159,royal powder firebrick rose lime,Manufacturer#4,Brand#43,STANDARD BURNISHED STEEL,34,SM JAR,1248.15,p alongside of 
11597,honeydew sandy royal chocolate olive,Manufacturer#1,Brand#14,MEDIUM BURNISHED TIN,38,MED BAG,1508.59,ously even exc
11634,ivory dark sandy violet thistle,Manufacturer#2,Brand#21,STANDARD ANODIZED BRASS,12,SM PACK,1545.63,express requests.
11640,bisque turquoise hot sienna orchid,Manufacturer#4,Brand#45,STANDARD ANODIZED BRASS,34,WRAP BAG,1551.64,ccounts. slyly i
11652,coral lace grey gainsboro sienna,Manufacturer#4,Brand#42,STANDARD ANODIZED NICKEL,29,SM DRUM,1563.65,sual foxes. 
11664,misty forest rosy floral navy,Manufacturer#1,Brand#14,SMALL POLISHED NICKEL,15,SM DRUM,1575.66,ully regular acco
189188,ghost lavender burlywood chocolate white,Manufacturer#3,Brand#31,PROMO ANODIZED TIN,13,WRAP BAG,1277.18,d the bold requests
137537,chocolate azure slate tan green,Manufacturer#3,Brand#32,STANDARD POLISHED NICKEL,38,JUMBO BAG,1574.53,furiously i
137591,slate navy midnight orchid medium,Manufacturer#5,Brand#53,ECONOMY BURNISHED COPPER,39,SM CAN,1628.59,ly silent d
11739,dark salmon beige tomato frosted,Manufacturer#4,Brand#41,STANDARD ANODIZED BRASS,11,SM PKG,1650.73,ding pi
11776,papaya saddle gainsboro violet blush,Manufacturer#4,Brand#44,SMALL BRUSHED NICKEL,47,LG PACK,1687.77,es. carefully fin
189452,lawn moccasin burnished sandy goldenrod,Manufacturer#4,Brand#45,ECONOMY BRUSHED STEEL,32,MED DRUM,1541.45,ly acr
137611,smoke almond mint dark papaya,Manufacturer#1,Brand#15,SMALL POLISHED TIN,12,LG BAG,1648.61,ng to the pe
137660,seashell smoke blush sandy yellow,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,27,SM PKG,1697.66,es run across 
189602,beige dodger black cream wheat,Manufacturer#1,Brand#11,STANDARD PLATED COPPER,44,SM BOX,1691.6,ironic accounts d
189603,olive forest spring sienna smoke,Manufacturer#5,Brand#53,MEDIUM POLISHED NICKEL,9,LG CAN,1692.6,sts across the car
11877,turquoise olive grey saddle navy,Manufacturer#4,Brand#43,STANDARD BRUSHED BRASS,10,JUMBO JAR,1788.87,ges play slyly
189656,indian papaya medium mint honeydew,Manufacturer#3,Brand#35,PROMO POLISHED NICKEL,9,WRAP PKG,1745.65, carefully pending
137735,saddle dark sandy azure ivory,Manufacturer#4,Brand#42,STANDARD ANODIZED STEEL,24,SM BOX,1772.73,ironic sauter
189783,misty ghost forest lavender salmon,Manufacturer#1,Brand#15,MEDIUM BURNISHED STEEL,3,LG DRUM,1872.78,"special, i"
11937,plum magenta dark blue thistle,Manufacturer#3,Brand#35,STANDARD ANODIZED TIN,28,MED DRUM,1848.93,pendencies thrash
11967,navajo navy plum lemon thistle,Manufacturer#1,Brand#15,MEDIUM ANODIZED COPPER,34,MED CAN,1878.96,usly permanent request
189853,slate rose chiffon wheat lime,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,9,MED PACK,1942.85, detect r
12074,slate blue tomato forest green,Manufacturer#1,Brand#15,LARGE BRUSHED NICKEL,50,JUMBO BOX,986.07,ngly bold instru
190024,black azure forest cream lemon,Manufacturer#5,Brand#52,LARGE BRUSHED TIN,18,WRAP JAR,1114.02,tructions nag 
190045,royal aquamarine purple almond brown,Manufacturer#2,Brand#24,STANDARD BURNISHED COPPER,38,WRAP CAN,1135.04,ar deposi
190232,plum yellow moccasin beige pink,Manufacturer#2,Brand#24,ECONOMY POLISHED STEEL,45,SM PKG,1322.23,beans.
137964,navajo misty mint cream rose,Manufacturer#3,Brand#35,MEDIUM POLISHED BRASS,36,LG PKG,2001.96,old ac
137972,lime peru black plum frosted,Manufacturer#2,Brand#24,LARGE BURNISHED TIN,48,SM JAR,2009.97,es doze ca
138099,salmon lavender pink linen aquamarine,Manufacturer#1,Brand#14,ECONOMY PLATED STEEL,47,SM PACK,1137.09,y above th
